Mineral,Category,Group,Formula,IMA status,Crystal system,Crystal class,Space group,Color,Crystal habit,Twinning,Cleavage,Fracture,Mohs scale,Luster,Streak,Diaphaneity,Specific gravity,Optical properties,Refractive index,Birefringence,Paleochroism,Melting point,Solubility,Common impurities,Other characteristics
Barstowite,Halide minerals,P21/m,Pb4[Cl6|CO3]•H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,White to transparent,Unknown,Unknown,Unknown,Unknown,3,Adamantine,White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Baryte,"Sulfate mineral, barite group",Pnma,BaSO4,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,"Colorless, white, light shades of blue, yellow, grey, brown","Tabular parallel to base, fibrous, nodular to massive",Unknown,"Perfect cleavage parallel to base and prism faces: {001} Perfect, {210} Perfect, {010} Imperfect",Irregular/uneven,3–3.5,"Vitreous, pearly",White,transparent to opaque,4.3–5,biaxial positive,nα= 1.634–1.637nβ= 1.636–1.638nγ= 1.646–1.648,0.012,Unknown,Unknown,low[clarification needed],Unknown,Unknown
Barytocalcite,Carbonate mineral,P21/m,297.42 g/mol[2],Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Unknown,"Prismatic, drusy, massive – granular",Unknown,Perfect in at least two directions[2][3],Unknown,4,Vitreous to resinous,White,Translucent to transparent,3.64 to 3.71,Biaxial (−),"nα= 1.525, nβ= 1.684, nγ= 1.686",δ = 0.161[4],Unknown,Unknown,Soluble in dilute HCl[4],Unknown,Unknown
Bassanite,Sulfate mineral,C2 (No. 5),CaSO4·⁠1/2⁠H2O,Unknown,Monoclinic,Unknown,Unknown,White,"Microscopic acicular crystals in parallel aggregates, pseudohexagonal",Twin plane {101},Unknown,Unknown,Unknown,Earthy,White,Semitransparent,2.69–2.76,Biaxial (+),"nα= 1.550–1.559,nβ= 1.560,nγ= 1.577–1.584",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bastnäsite,Carbonate mineral,P62c,"(La, Ce, Y)CO3F",Unknown,Hexagonal,Ditrigonal dipyramidal (6m2)H-M symbol: (6m2),Unknown,"Honey-yellow, reddish brown","Tabular to equant striated crystals, deep grooves may resemble thin plates stack, oriented overgrowths, also granular, massive","Dauphine law, Brazil law and Japan law","Imperfect to indistinct on {1010}, parting on {0001}",Uneven,4–5,"Vitreous, greasy, pearly on basal partings",White,Transparent to translucent,4.95–5.0,Uniaxial (+),nω= 1.717–1.722nε= 1.818–1.823,δ = 0.101 max.,"Faint, E > O, colorless to pale yellow or orange",Unknown,Unknown,Unknown,"Strongly piezoelectric; dark red cathodoluminescence,Radioactiveif uranium and/or thorium-rich"
Baumhauerite,Sulfosalt mineral,P1,Pb3As4S9,Unknown,Triclinic,Pedial (1)(sameH-M symbol),Unknown,Gray-black to blue-gray,Unknown,"Polysynthetic, on [100]",Perfect on [100],Conchoidal,3,Metallic to dull,chocolate brown,Unknown,5.33,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bavenite,Minerals,Am2a,Ca4Be2Al2Si9O26(OH)2,Unknown,Orthorhombic,PyramidalH-M Symbol:mm2,Unknown,"White, Green, Pink, Brown",Unknown,Unknown,Perfect on {001}Fair on {100},Uneven,5.5,Vitreous - Pearly,White,Transparent to translucent,Unknown,Biaxial (+),nα= 1.578 - 1.586nβ= 1.579 - 1.586nγ= 1.583 - 1.593,0.005 - 0.007,Unknown,Unknown,Unsoluble in acids,Unknown,Unknown
Bayldonite,Arsenate minerals,C2/c,PbCu3(AsO4)2(OH)2,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Green, apple-green",Mammillary crust,Pseudoscalenohedral trillings with the composition plane,None observed,"Irregular/uneven, conchoidal, sub-conchoidal, fibrous",4+1⁄2,"Resinous, waxy, greasy",Siskin green to apple green,"Transparent, translucent",Unknown,Biaxial (+),nα= 1.951 nβ= 1.970 nγ= 1.991,0.040,Non-pleochroic,Unknown,Unknown,Unknown,Unknown
Bayleyite,Carbonate mineral,P21/c,Mg2(UO2)(CO3)3·18(H2O),Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Sulfur yellow,"Clusters of prismatic crystals, crusts",Unknown,Unknown,Conchoidal,2–2.5,Vitreous,Unknown,Semitransparent,2.05,Biaxial (−),nα= 1.453 – 1.455 nβ= 1.490 – 1.492 nγ= 1.498 – 1.502,δ = 0.045 – 0.047,"Visible: X = Pinkish, Y = Light yellow, Z = Light yellow",Unknown,Unknown,Unknown,Radioactive
Bazzite,Cyclosilicate,P6/mcc,Be3Sc2Si6O18,Unknown,Hexagonal,Dihexagonal dipyramidal (6/mmm)H-M symbol: (6/m 2/m 2/m),Unknown,"Light to dark sky-blue, blue green",Aggregates of subparallel prisms,Unknown,Indistinct on {0001},Irregular,6.5–7,Vitreous,Pale bluish white,Semitransparent,2.77–2.85,Uniaxial (−),nω= 1.622–1.637 nε= 1.602–1.622,0.0210,O = pale greenish yellow; E = intense sky-blue,Unknown,Unknown,Unknown,Unknown
Becquerelite,Oxide mineral,Pn21a,Ca(UO2)6O4(OH)6·8(H2O),Unknown,Orthorhombic,Pyramidal (mm2)H-M symbol: (mm2),Unknown,Unknown,Tabular prismatic striated crystals exhibiting pseudohexagonal outline; coatings and fine-grained aggregates,Unknown,"Perfect on {001}; imperfect on {101}, {010} and {110}",Unknown,2.5,Unknown,Yellow,Transparent,5.09–5.2,Biaxial (−),nα= 1.725 – 1.735 nβ= 1.815 – 1.825 nγ= 1.825 – 1.830,δ = 0.100,"X = colourless to pale yellow, Y = Z = yellow to deep yellow",Unknown,Unknown,Commonly contains lead,Radioactive
Benitoite,Cyclosilicate,P6c2,BaTiSi3O9,Unknown,Hexagonal,Ditrigonal dipyramidal (6m2)H-M symbol: (6m2),Unknown,"Blue, colorless","Tabular dipyramidal crystals, granular",On {0001} by rotation,[1011] poor,Conchoidal,6–6.5,Vitreous,White,Transparent to translucent,3.65,Uniaxial (+),nω= 1.756 – 1.757 nε= 1.802 – 1.804,δ = 0.046,"O = colorless; E = purple, indigo, greenish blue",Unknown,"Insoluble:HCl,H2SO4Soluble:HF",Unknown,Blue fluorescence under SW UV; intense blue cathodoluminescence
Benstonite,Carbonate minerals,R3,Ba6Ca6Mg(CO3)13[1],Unknown,Trigonal,Rhombohedral (3)H-M group: (3),Unknown,"Snow-white, ivory, very pale yellow, pale yellowish brown[3]",Unknown,Unknown,Good on {3142}[3],Unknown,3–4,Vitreous,White,Translucent,Unknown,Uniaxial (−),nω= 1.690 nε= 1.527,δ = 0.163,Unknown,Unknown,Unknown,Unknown,Unknown
Bentorite,Minerals,Unknown,"Ca6(Cr,Al)2(SO4)3(OH)12· 26H2O",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,(1010),Perfect,Sub-conchoidal,2,"Resinous, waxy, earthy",Very pale purple,Unknown,2.025,Unknown,Unknown,0.006,Visible,Unknown,Unknown,Unknown,Unknown
Beraunite,Phosphate minerals,C2/c,Fe2+Fe3+5(OH)5(PO4)4·4H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Dull greenish to greenish brown when fresh, may be color banded; reddish brown to hyacinth-red, blood-red on exposure","Tabular crystals common, may be in coarse radially fibrous aggregates,
globular or discoidal, and in crusts","On {100}, may be interpenetrant","On {100}, good",Unknown,3–4,"Vitreous, pearly on cleavages, resinous on fractures","Olive-drab when fresh; yellow, brownish yellow on exposure",Translucent,2.8–3.08 (measured); 2.894 (calculated),Biaxial (+),nα= 1.775 nβ= 1.786 nγ= 1.815,δ = 0.040,"X = pale flesh-pink, yellow, blue-green; Y = pale flesh-pink, yellow, pale olive-green; Z = carnelian-red, reddish brown, olive-green.",Unknown,Unknown,Unknown,Unknown
Berborite,Borate minerals,1T polytype:P3(no. 143)2H polytype:P63(no. 173)2T polytype:P3c1(no. 158),"Be2(BO3)(OH,F)•H2O",Unknown,1T polytype:Trigonal2H polytype:Hexagonal2T polytype:Trigonal,1T polytype: Pyramidal (3)2H polytype: Pyramidal (6)2T polytype: Ditrigonal pyramidal (3m),Unknown,Colorless,Unknown,Complex,{0001} Perfect,Uneven - Flat surfaces (not cleavage) fractured in an uneven pattern.,3,Vitreous (Glassy),white,Transparent,Unknown,Uniaxial (-),nω = 1.580 nε = 1.485,δ = 0.095,Unknown,Unknown,Unknown,Unknown,Unknown
Bergenite,Uranylphosphate mineral,P21/c,"Ca2Ba4[(UO2)3O2(PO4)2]3·16(H2O)[1]or (Ba,Ca)2(UO2)3(PO4)2(OH)4·5.5(H2O)[2]",Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Yellow to greenish yellow,"Acicular, tabular",Unknown,Unknown,Unknown,2–3,Unknown,yellow white,semitransparent,Unknown,Biaxial (-),nα= 1.660 nβ= 1.700 - 1.710 nγ= 1.722,δ = 0.062,Unknown,Unknown,Unknown,Unknown,"Radioactive, Occurrence: secondary uranium phosphate mineral"
Berlinite,Phosphate mineral,"P3121,P3221",AlPO4,Unknown,Trigonal,Trapezohedral (32)H-M symbol: (32),Unknown,"Colorless, pale gray, may be pale rose",Typically granular to massive,Subparallel lamellae,Unknown,Conchoidal,6.5,Vitreous,Unknown,Transparent to translucent,2.64–2.66,Uniaxial (+),nω= 1.524 nε= 1.532,δ = 0.008,Unknown,Unknown,Unknown,Unknown,Unknown
Berryite,Minerals,Unknown,Cu3Ag2Pb3Bi7S16,Unknown,Monoclinic,2/m (Prismatic),Unknown,Unknown,Unknown,Repeated,Poor/indistinct,Unknown,3.5,Metallic,Unknown,Opaque,6.7,Unknown,Unknown,Unknown,Weak,Unknown,Unknown,Unknown,Unknown
Berthierite,Minerals,Pnam,FeSb2S4,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,Steel grey,Unknown,Unknown,Poor/indistinct,Unknown,2–3,Metallic,Unknown,Opaque,4.64,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bertrandite,Sorosilicate,Ccm21,Be4Si2O7(OH)2,Unknown,Orthorhombic,Pyramidal (mm2)H-M symbol: (mm2),Unknown,Colorless to pale yellow,"Thin tabular, prismatic to needle-like crystals commonly in radial clusters",Common on {011} or {021} forming heart- or V-shaped twins,"Perfect on {001}; distinct on {100}, {010} and {110}",Unknown,6–7,"Vitreous, pearly on cleavage surfaces",Unknown,Transparent,2.59–2.60,Biaxial (−),nα= 1.591 nβ= 1.605 nγ= 1.614,δ = 0.023,Unknown,Unknown,Unknown,Unknown,Unknown
Beryl,Cyclosilicate,P6/mcc,537.50 g/mol,Unknown,Hexagonal,Dihexagonal dipyramidal (6/mmm)H-M symbol: (6/m 2/m 2/m),Unknown,"Green, blue, yellow, colorless, pink, and others","Prismatic to tabular crystals; radial, columnar; granular to compact massive",Rare,Imperfect on  {0001},Conchoidalto irregular,7.5–8.0,Vitreousto resinous,White,Transparent to translucent,2.63–2.92,Uniaxial (−),nω= 1.564–1.595nε= 1.568–1.602,δ= 0.0040–0.0070,Weak to distinct,Unknown,Unknown,Unknown,Unknown
Beryllonite,Phosphate minerals,P21/n,NaBePO4,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Colorless, white to pale yellow","Crystals tabular {010} to short prismatic also in spherical aggregates, fibrous, massive; orthorhombic pseudo-symmetry","polysynthetic, contact and penetration twins; pseudo-hexagonal stellate forms","{010} perfect; {100} good, interrupted; {101} indistinct; {001} in traces",Conchoidal,5.5 – 6,"Vitreous to adamantine, may be pearly on {010}",White,Transparent to translucent,2.8,Biaxial (−),nα= 1.552 nβ= 1.558 nγ= 1.561,δ = 0.009,Unknown,Unknown,Unknown,Unknown,Unknown
Beudantite,Arsenate minerals,R3m,PbFe3(OH)6SO4AsO4,Unknown,Trigonal,Hexagonal scalenohedral (3m)H-M symbol: (32/m),Unknown,"black, dark green, brown, yellowish, red, greenish yellow, brown","tabular, acute rhombohedral, pseudo-cubic, pseudo-cuboctahedral",Unknown,distinct; good on {0001},Unknown,3.5–4.5,"vitreous, resinous",grayish yellow to green,"transparent, translucent",4.48,Uniaxial (−),nω= 1.957 nε= 1.943,δ = 0.014,visible,Unknown,Unknown,Unknown,Soluble inHCl
Bicchulite,Tectosilicateminerals,I43m(no. 217),Ca2(Al2SiO6)(OH)2,Approved (1973),Cubic,Hextetrahedral(43m),Unknown,"White or grey, colorless in thin sections",Unknown,Unknown,Indistinct,Unknown,2.5,"Earthy, powdery",White,Semitransparent,2.813 (synthetic),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Biehlite,Oxide minerals,C2/c,"[(Sb,As)O]2MoO4",Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,white,Unknown,Unknown,Unknown,Unknown,Unknown,"vitreous, silky",white,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bilibinskite,Telluride mineral,Unknown,"1,180.39 g/mol",Unknown,Cubic,Sulfide,Unknown,"Bronze colored, light brown or brownish-pink",Massive,Unknown,None,Unknown,4.5 – 5,Sub-metallic,golden brown,opaque,Unknown,Anisotropic,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IMAStatus Approved (1978)
Bílinite,Sulfate mineral,P21/c,Fe2+Fe3+2(SO4)4·22H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,White to yellowish,Fibrous in radial aggregates,Unknown,Unknown,Unknown,2,Vitreous - silky,White,Semitransparent,1.87,Biaxial (+/-),nα = 1.480 - 1.482 nβ = 1.500 nγ = 1.489 - 1.493,δ = 0.009 - 0.011,Unknown,Unknown,Soluble in water,Unknown,Unknown
Billietite,Oxide minerals,Pbn21,Ba(UO2)6O4(OH)6•8H2O,Unknown,Orthorhombic,Pyramidal (mm2)(sameH-M symbol),Unknown,"Yellow to golden-yellow, amber-yellow, orange-yellow",Unknown,Unknown,"Perfect on {001}, imperfect on {110} and {010}",Unknown,Unknown,Adamantine,Unknown,"Transparent, translucent",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Radioactive
Billwiseite,Oxide minerals,C2/c,"(Sb3+)5(Nb,Ta)3WO18",Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Pale yellow (with a tinge of green),Unknown,Unknown,{100} Indistinct,Hackly,5,Vitreous,"Colorless, very pale yellow",Unknown,6.33,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Biotite,Phyllosilicateminerals,C2/m,"K(Mg,Fe)3(AlSi3O10)(F,OH)2",Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Dark brown, greenish-brown, blackish-brown, yellow",Massive to platy,"Common on the [310],less common on the {001}",Perfect on the {001},Micaceous,2.5–3.0,Vitreous to pearly,White,Transparent to translucent to opaque,2.7–3.3[2],Biaxial (-),nα= 1.565–1.625nβ= 1.605–1.675nγ= 1.605–1.675,δ = 0.03–0.07,Strong,Unknown,Unknown,Unknown,Unknown
Birnessite,Oxide mineral,Unknown,MnO2·nH2Oδ-MnO2,Unknown,TriclinicorHexagonal,Unknown,Unknown,Dark brown to black,Extremely finely crystalline,Unknown,[001] perfect,Unknown,1.5,"Sub-metallic, dull",Unknown,Nearly opaque,3.0,Uniaxial (−),nω = 1.730 nε = 1.690,δ = 0.040,Unknown,Unknown,Unknown,Unknown,Identification by optical properties is impossible.
Bischofite,Halide mineral,C2/m,MgCl2·6H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Colorless to white,Fibrous to massive,polysynthetic,None,Conchoidal to uneven,1.5–2,Vitreous – greasy,White,Translucent to transparent,1.56,Biaxial (+),nα= 1.495nβ= 1.507nγ= 1.528,Unknown,Unknown,Unknown,Deliquescent,Unknown,Unknown
Bismite,Oxide minerals,P21/c,Bi2O3,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Grey,Unknown,Unknown,Unknown,Uneven,Unknown,Unknown,Grey to black,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bismuth,Unknown,group 15 (pnictogens),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"544.7K​(271.5 °C, ​520.7 °F)",Unknown,Unknown,Unknown
Bismuthinite,Sulfide mineral,Pbnm,Bi2S3,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,"Lead-gray to tin-white, with a yellowish or iridescent tarnish.","Slender prismatic to acicular, massive lamellar",Unknown,[010] Perfect,Uneven,2,Metallic,Lead grey,Unknown,6.8–7.2,Opaque,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bismutite,Carbonate mineral,Immm,Bi2(CO3)O2,Unknown,Orthorhombic,Pyramidal (mm2)(sameH-M symbol),Unknown,"Yellow to brown, greenish, green-grey, grey or black","Very rare as platy crystals; typically radially fibrous to spheroidal, in crusts and earthy to dense massive aggregates",pseudo-merohedral twinning simulates tetragonal symmetry,Distinct/Good on {001} (microscopically observable),Unknown,2.5 – 3.5,"Vitreous, waxy, may be dull to earthy",Grey,Opaque to transparent in small grains,"6.7 – 7.4 measured, 8.15 calculated",Biaxial (−) (appears uniaxial due to twinning),"a=2.12–2.15, b=2.12–2.15, g=2.28",0.1300–0.1600,Unknown,Unknown,Unknown,Unknown,Unknown
Bityite,Phyllosilicateminerals,C2/c,CaLiAl2(AlBeSi2)O10(OH)2,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Pearly white, grayish blue, greenish blue, light brown","Dense, micaceous aggregates or rosettes and encrustations",Unknown,Perfect micaceous on {001},Uneven,3,"Vitreous, pearly on cleavages",Unknown,Transparent to translucent,5.5,Biaxial (-),nα = 1.651 nβ = 1.659 nγ = 1.661,δ = 0.010,Unknown,Unknown,Unknown,Unknown,Unknown
Bixbyite,Oxide minerals,Ia3,158.33 g/mol,Unknown,Cubic,Diploidal (m3)H-M symbol: (2/m3),Unknown,Black,Massive tocrystalline,"On {111}, as penetration twins","Imperfect on {111}, in traces",Irregular to uneven,6 –6+1⁄2,Metallic,Black,Opaque,5.12,Isotropic,2.51 – 2.56,Unknown,Unknown,Unknown,Unknown,"Al,Mg,Si,Ti",Unknown
Blödite,Sulfate minerals,P21/a,Na2Mg(SO4)2·4H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Colorless, yellow, may be dark gray, bluish green, or reddish due to inclusions","Prismatic to equant crystals, granular, massive",Unknown,Unknown,Conchoidal,2.5–3,Vitreous,Unknown,Unknown,2.23,Biaxial (−),"nα= 1.483, nβ= 1.486, nγ= 1.487",δ = 0.004,Unknown,Unknown,Unknown,Unknown,Unknown
Blossite,Vanadate mineral,Fdd2,CuV2O7,Unknown,Orthorhombic,Pyramidal (mm2)(sameH-M symbol),Unknown,"Black, white in reflected light, red-brown internal reflections",Anhedral crystals and intergrowths,Unknown,Unknown,Unknown,Unknown,Metallic,Red brown,Opaque,3.95 – 3.97 (measured on synthetic material) 4.05 (calculated),Biaxial,2.05,Bireflectance: weak to moderate: cream-white shades,Unknown,Unknown,Unknown,Unknown,Unknown
Bobfergusonite,Phosphate mineral,P21/n[2],Na2Mn5FeAl(PO4)6,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Green-brown to red-brown,Unknown,Unknown,Perfect on {010}Parting on {100}[3],Irregular/Uneven,4,"Sub-vitreous, resinous, greasy",Yellow-brown,Translucent[4]to transparent[3],Unknown,Biaxial (+),nα= 1.694(1) nβ= 1.698(1) nγ= 1.715(2),δ = 0.021,Visible: X=Y= yellow-orange Z= orange,Unknown,Unknown,Unknown,Unknown
Boehmite,Oxide mineral,Amam,γ-AlO(OH),Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,"White, pale greyish brown; yellowish or reddish when impure; colorless in thin section","Tabular crystal rare, fine grained in pisolitic aggregates or disseminated",Unknown,"Very good on {010}, good on {100}, and poor on {001}",Uneven,3.5,"Vitreous, pearly on {010}",White,Translucent,3.02–3.05,Biaxial (+),nα= 1.644 – 1.648 nβ= 1.654 – 1.657 nγ= 1.661 – 1.668,δ = 0.017 – 0.020,Unknown,Unknown,Unknown,Unknown,Unknown
Boleite,Halide mineral,Pm3m,KPb26Ag9Cu24(OH)48Cl62,Unknown,Isometric,Hexoctahedral (m3m)H-M symbol: (4/m32/m),Unknown,DeepPrussian blueto indigo,Cubic crystals,Unknown,[001] perfect,Uneven,3.0 – 3.5,Vitreous to pearly,Greenish blue,Translucent,5.054,Isotropic,n = 2.05,Unknown,Unknown,Unknown,Unknown,Unknown,Radioactive0.36% (K)
Boltwoodite,Uraniumsilicate mineral,P21/m,(K0.56Na0.42)[(UO2)(SiO3OH)]·1.5(H2O),Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Pale yellow, orange yellow","Elongated crystals, acicular to fibrous",Unknown,"Perfect on {010}, imperfect on {001}",Unknown,3.5–4,"Silky to vitreous, dull or earthy in aggregates",White,Transparent to translucent,4.7,Biaxial (−),nα= 1.668 – 1.670 nβ= 1.695 – 1.696 nγ= 1.698 – 1.703,δ = 0.030 – 0.033,"Weak, X = colorless, Y = Z = yellow",Unknown,Unknown,Unknown,Radioactive
Bonaccordite,Borates,Pbam,Ni2FeBO5,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Boracite,Tektoborates,Pca21,392.03 g/mol,Unknown,Orthorhombic,Pyramidal (mm2)(sameH-M symbol),Unknown,"Colorless, white, gray, brown, orange, yellow, pale green, dark green, blue-green, or blue; colorless in transmitted light","Crystalline, disseminated (pseudocubic)",Rarely as penetration twins,None,"Irregular/uneven,conchoidal",7 - 7.5,Vitreous-adamantine,White,Subtransparent to translucent,2.95,Biaxial (+),"nα=1.658 - 1.662,nβ=1.662 - 1.667,nγ=1.668 - 1.673",δ = 0.010–0.011,None,Unknown,Very slowly soluble in H2O; Slowly but completely soluble in HCl,Unknown,Unknown
Borax,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bornite,Sulfide mineral,Pbca,501.88 g/mol,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,"Copper red, bronze brown, purple","Granular, massive, disseminated – Crystals pseudocubic, dodecahedral, octahedral",Penetration twins on [111],Poor on [111],Uneven to subconchoidal,3–3.25,"Metallic if fresh,iridescenttarnish",Grayish black,Opaque,5.06–5.08,Unknown,Opaque,Unknown,Weak but noticeable,Unknown,Unknown,Unknown,"Magnetic after heating, iridescent"
Botallackite,Halide minerals,P21/m,Cu2(OH)3Cl,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Unknown,Platy interlaced crystal crusts,Unknown,{100} Perfect,Unknown,Soft,Unknown,Unknown,Transparent to translucent,3.6,Biaxial (+),"nα= 1.775, nβ= 1.800, nγ= 1.846",δ = 0.071,Weak – blue green shades,Unknown,Unknown,Unknown,Unknown
Botryogen,Sulfate minerals,P21/n,MgFe3+(SO4)2(OH)·7H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2 - 2.5,Unknown,Unknown,Unknown,2.14,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Boulangerite,Sulfosalt minerals,Pnam,Pb5Sb4S11,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol:(2/m 2/m 2/m),Unknown,Unknown,Unknown,Unknown,GoodDistinct on {100}Indistinct on {001}and {010},Brittle,2.5–3,Metallic,Reddish brown to black,Unknown,Unknown,Unknown,Unknown,Unknown,Weak,Around 525 °C,Completely soluble in hydrochloric acidPartially soluble in nitric acid,"Cu, Zn, Sn, Fe",Unknown
